2700,9300,33579400
35900,9800,33320500
2500,11000,33305100
2000,9400,30128700
24400,10800,36207800
23900,9400,33151200
2100,10500,34855400
2200,10200,30424100
1900,10400,29724500
2200,9400,30078300
2200,8800,33676600
16700,10600,34932500
2200,9800,31685800
2700,10900,32346400
2200,9500,32115200
2200,10100,33049100
